ISIN;ISIN-Bezeichnung;Verwaltungsgesellschaft;OeNB-Identnummer;LEI;LEI-Status;Wrapper;ISIN-Status;Laufzeitende
AT0000A1TMH8;Raiffeisen-Nachhaltigkeit-ÖsterreichPlus-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7420005;529900479BYN9BUOZG57;ISSUED;142;A;
AT0000A1TMJ4;Raiffeisen-Nachhaltigkeit-ÖsterreichPlus-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7420005;529900479BYN9BUOZG57;ISSUED;142;A;
AT0000A1TMK2;Raiffeisen-Nachhaltigkeit-Solide (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18351760;5299001SNR6LOARRYJ07;ISSUED;4830;A;
AT0000A1TML0;Raiffeisen-Nachhaltigkeit-Solide (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18351760;5299001SNR6LOARRYJ07;ISSUED;4830;A;
AT0000A1TMM8;Raiffeisen Gewinnfreibetrag Mix (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173318;5299009JQMXLHMYS7464;ISSUED;572;A;
AT0000A1TMN6;Raiffeisen Gewinnfreibetrag Mix (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173318;5299009JQMXLHMYS7464;ISSUED;572;A;
AT0000A1TMP1;Raiffeisen Gewinnfreibetrag Anleihen (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173148;529900J1C6METMOAYC35;ISSUED;140;A;
AT0000A1TMQ9;Raiffeisen Gewinnfreibetrag Anleihen (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173148;529900J1C6METMOAYC35;ISSUED;140;A;
AT0000A1TMR7;Raiffeisen-Österreich-Rent (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173369;529900B13TMRN2CGTP41;ISSUED;161;A;
AT0000A1TMS5;Raiffeisen-Österreich-Rent (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173369;529900B13TMRN2CGTP41;ISSUED;161;A;
AT0000A1TRU0;Klassik Nachhaltigkeit Mix (RZ) (T);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266514;529900U5L4HEJ1ECIR89;ISSUED;623;A;
AT0000A1TRV8;Klassik Nachhaltigkeit Mix (RZ) (A);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266514;529900U5L4HEJ1ECIR89;ISSUED;623;A;
AT0000A1TRW6;Raiffeisen-PAXetBONUM-Anleihen (RZ) (T);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7833865;5299004MIPGQSBAX4L46;ISSUED;2352;A;
AT0000A1TRX4;Raiffeisen-PAXetBONUM-Anleihen (RZ) (A);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7833865;5299004MIPGQSBAX4L46;ISSUED;2352;A;
AT0000A1TV06;SAV-US (T);Allianz Invest Kapitalanlagegesellschaft mbH;20092440;529900S6H53T3ACQS462;ISSUED;5031;A;
AT0000A1TVG1;Valida Anleihen Emerging Markets 2;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;20104170;529900QII81RL4AOV522;ISSUED;5032;A;
AT0000A1TVM9;AL Core Global Macro Fund;LLB Invest Kapitalanlagegesellschaft m.b.H.;20118660;529900A6VUYV8AXMIP71;ISSUED;5033;A;
AT0000A1TVN7;Premium Balanced Invest EUR R01;Erste Asset Management GmbH;20118678;529900BOJR8NEWIDMB09;ISSUED;5034;A;
AT0000A1TVP2;Premium Balanced Invest EUR R01;Erste Asset Management GmbH;20118678;529900BOJR8NEWIDMB09;ISSUED;5034;A;
AT0000A1TVQ0;Premium Balanced Invest EUR R01;Erste Asset Management GmbH;20118678;529900BOJR8NEWIDMB09;ISSUED;5034;A;
AT0000A1TVS6;Apollo Konservativ T2;Security Kapitalanlage Aktiengesellschaft;8500827;529900LZU964VQF4YH41;ISSUED;1744;A;
AT0000A1TVV0;Raiffeisen-Asia Opportunities-ESG-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7262175;529900OOTZUUZBZQR163;ISSUED;1007;A;
AT0000A1TVW8;Raiffeisen-Asia Opportunities-ESG-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7262175;529900OOTZUUZBZQR163;ISSUED;1007;A;
AT0000A1TVX6;Raiffeisen-Asia Opportunities-ESG-Aktien (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7262175;529900OOTZUUZBZQR163;ISSUED;1007;A;
AT0000A1TVY4;Raiffeisen-Zentraleuropa-ESG-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7317336;529900YTMI7CP84ISH50;ISSUED;231;A;
AT0000A1TVZ1;Raiffeisen-Zentraleuropa-ESG-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7317336;529900YTMI7CP84ISH50;ISSUED;231;A;
AT0000A1TW05;Raiffeisen-Zentraleuropa-ESG-Aktien (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7317336;529900YTMI7CP84ISH50;ISSUED;231;A;
AT0000A1TW47;Raiffeisen-Europa-HighYield (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173210;529900JLZZMDNRM35C68;ISSUED;765;A;
AT0000A1TW54;Raiffeisen-Europa-HighYield (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173210;529900JLZZMDNRM35C68;ISSUED;765;A;
AT0000A1TW62;Raiffeisen-Europa-HighYield (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173210;529900JLZZMDNRM35C68;ISSUED;765;A;
AT0000A1TW70;Raiffeisen-Russland-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8518599;52990058ZZHI77E60G45;ISSUED;3619;A;
AT0000A1TW88;Raiffeisen-Russland-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8518599;52990058ZZHI77E60G45;ISSUED;3619;A;
AT0000A1TWA2;Raiffeisen-Osteuropa-Rent (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165390;5299000693CSIRT0BH73;ISSUED;1005;A;
AT0000A1TWB0;Raiffeisen-Osteuropa-Rent (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165390;5299000693CSIRT0BH73;ISSUED;1005;A;
AT0000A1TWC8;Raiffeisen-Osteuropa-Rent (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165390;5299000693CSIRT0BH73;ISSUED;1005;A;
AT0000A1TWD6;Raiffeisen-ESG-Euro-Corporates (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7658028;529900B61QGWJ7LB6J86;ISSUED;1758;A;
AT0000A1TWE4;Raiffeisen-ESG-Euro-Corporates (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7658028;529900B61QGWJ7LB6J86;ISSUED;1758;A;
AT0000A1TWH7;Gutmann Global Equity Strategy (EUR) (T);Gutmann Kapitalanlagegesellschaft m.b.H;18523153;529900SGSWFZGSRAO793;ISSUED;4862;A;
AT0000A1TWJ3;Raiffeisen-Nachhaltigkeit-Mix (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7160488;529900TCP08VKZIACQ29;ISSUED;159;A;
AT0000A1TWK1;Raiffeisen-Nachhaltigkeit-Mix (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7160488;529900TCP08VKZIACQ29;ISSUED;159;A;
AT0000A1TWL9;Raiffeisen-Nachhaltigkeit-Mix (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7160488;529900TCP08VKZIACQ29;ISSUED;159;A;
AT0000A1TWM7;Raiffeisen-Nachhaltigkeit-EmergingMarkets-LocalBonds (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9551220;5299001Q0GGN4TBUGC18;ISSUED;3971;A;
AT0000A1TWN5;Raiffeisen-Nachhaltigkeit-EmergingMarkets-LocalBonds (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9551220;5299001Q0GGN4TBUGC18;ISSUED;3971;A;
AT0000A1TWQ8;Raiffeisen-Energie-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8456585;529900QE0QCEV3VM9191;ISSUED;2054;A;
AT0000A1TWR6;Raiffeisen-Energie-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8456585;529900QE0QCEV3VM9191;ISSUED;2054;A;
AT0000A1TWT2;Raiffeisen-Nachhaltigkeit-Europa-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7464436;529900FJQNZOA0L1HR10;ISSUED;356;A;
AT0000A1TWU0;Raiffeisen-Nachhaltigkeit-Europa-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7464436;529900FJQNZOA0L1HR10;ISSUED;356;A;
AT0000A1TWV8;Raiffeisen-Nachhaltigkeit-Europa-Aktien (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7464436;529900FJQNZOA0L1HR10;ISSUED;356;A;
AT0000A1TX20;Raiffeisen-MegaTrends-ESG-Aktien (RZ) (T);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266603;529900WQ21XZ52DAAC20;ISSUED;873;A;
AT0000A1TX38;Raiffeisen-MegaTrends-ESG-Aktien (RZ) (A);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266603;529900WQ21XZ52DAAC20;ISSUED;873;A;
AT0000A1U0Z6;Arete PRIME VALUES Growth (EUR) (T) (P);Gutmann Kapitalanlagegesellschaft m.b.H;8462232;529900583V826VBTCG21;ISSUED;486;A;
AT0000A1U107;Arete PRIME VALUES Income (EUR) (T) (P);Gutmann Kapitalanlagegesellschaft m.b.H;8462240;529900TDPPTFEW59FY10;ISSUED;324;A;
AT0000A1U2A5;ANNA;3 Banken-Generali Investment-Gesellschaft m.b.H.;20142390;529900EV83LPAO65QA53;ISSUED;5040;A;
AT0000A1U5L5;Raiffeisen-ESG-Global-Rent (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165404;529900YT86I6H6ALA737;ISSUED;163;A;
AT0000A1U5M3;Raiffeisen-ESG-Global-Rent (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165404;529900YT86I6H6ALA737;ISSUED;163;A;
AT0000A1U5P6;Raiffeisen-NewInfrastructure-ESG-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8679380;529900MGPYWWCXSVX423;ISSUED;3683;A;
AT0000A1U5Q4;Raiffeisen-NewInfrastructure-ESG-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8679380;529900MGPYWWCXSVX423;ISSUED;3683;A;
AT0000A1U5V4;Raiffeisen-Active-Commodities (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9300600;5299002VLGWAI85X8J38;ISSUED;3896;A;
AT0000A1U5W2;Raiffeisen-Active-Commodities (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9300600;5299002VLGWAI85X8J38;ISSUED;3896;A;
AT0000A1U5Y8;Raiffeisen-GlobalDividend-ESG-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8121761;529900NTJPPUEWLEV408;ISSUED;2835;A;
AT0000A1U5Z5;Raiffeisen-GlobalDividend-ESG-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8121761;529900NTJPPUEWLEV408;ISSUED;2835;A;
AT0000A1U610;Raiffeisen-Euro-ShortTerm-Rent (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165374;529900ZN0H3TGVKN3X18;ISSUED;162;A;
AT0000A1U628;Raiffeisen-Euro-ShortTerm-Rent (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165374;529900ZN0H3TGVKN3X18;ISSUED;162;A;
AT0000A1U636;Raiffeisen-Euro-ShortTerm-Rent (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165374;529900ZN0H3TGVKN3X18;ISSUED;162;A;
AT0000A1U644;Raiffeisen-Health and Wellbeing-ESG-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500606;529900DN2F7FG886B427;ISSUED;1728;A;
AT0000A1U651;Raiffeisen-Health and Wellbeing-ESG-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500606;529900DN2F7FG886B427;ISSUED;1728;A;
AT0000A1U677;Raiffeisen-Nachhaltigkeit-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173202;529900Z4L0OR37HJ6K36;ISSUED;2104;A;
AT0000A1U685;Raiffeisen-Nachhaltigkeit-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173202;529900Z4L0OR37HJ6K36;ISSUED;2104;A;
AT0000A1U693;Raiffeisen-Nachhaltigkeit-Aktien (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173202;529900Z4L0OR37HJ6K36;ISSUED;2104;A;
AT0000A1U6A6;Raiffeisen-Nachhaltigkeit-US-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173334;529900DX7UGG9EN3PH08;ISSUED;908;A;
AT0000A1U6B4;Raiffeisen-Nachhaltigkeit-US-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173334;529900DX7UGG9EN3PH08;ISSUED;908;A;
AT0000A1U6C2;Raiffeisen-Nachhaltigkeit-US-Aktien (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173334;529900DX7UGG9EN3PH08;ISSUED;908;A;
AT0000A1U6D0;Raiffeisen-Nachhaltigkeit-Dollar-ShortTerm-Rent (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7762755;529900BY3WG3DUPZWY46;ISSUED;410;A;
AT0000A1U6E8;Raiffeisen-Nachhaltigkeit-Dollar-ShortTerm-Rent (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7762755;529900BY3WG3DUPZWY46;ISSUED;410;A;
AT0000A1U6F5;Raiffeisen-Nachhaltigkeit-Dollar-ShortTerm-Rent (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7762755;529900BY3WG3DUPZWY46;ISSUED;410;A;
AT0000A1U727;Raiffeisen-Inflationsschutz-Anleihen (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173253;529900Y5FHVIXJG1N761;ISSUED;2539;A;
AT0000A1U735;Raiffeisen-Inflationsschutz-Anleihen (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173253;529900Y5FHVIXJG1N761;ISSUED;2539;A;
AT0000A1U784;Raiffeisen-EmergingMarkets-ESG-Transformation-Rent (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7320981;529900SZQ8CESIKFB921;ISSUED;2405;A;
AT0000A1U792;Raiffeisen-EmergingMarkets-ESG-Transformation-Rent (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7320981;529900SZQ8CESIKFB921;ISSUED;2405;A;
AT0000A1U7A4;Raiffeisen-EmergingMarkets-ESG-Transformation-Rent (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7320981;529900SZQ8CESIKFB921;ISSUED;2405;A;
AT0000A1U7B2;Raiffeisen-Nachhaltigkeit-ShortTerm (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8781990;5299008QDDJQ37TQ5B06;ISSUED;3715;A;
AT0000A1U7C0;Raiffeisen-Nachhaltigkeit-ShortTerm (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8781990;5299008QDDJQ37TQ5B06;ISSUED;3715;A;
AT0000A1U7E6;Raiffeisen Global Income (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;19088574;5299008AYKWOX4FF8R60;ISSUED;4933;A;
AT0000A1U7F3;Raiffeisen Global Income (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;19088574;5299008AYKWOX4FF8R60;ISSUED;4933;A;
AT0000A1U7H9;Raiffeisen-HighTech-ESG-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500894;529900YCX28O8NNXND08;ISSUED;2057;A;
AT0000A1U7J5;Raiffeisen-HighTech-ESG-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500894;529900YCX28O8NNXND08;ISSUED;2057;A;
AT0000A1U7L1;Raiffeisen-Nachhaltigkeit-Momentum (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;19841582;529900QK6MEXFY248Z50;ISSUED;5000;A;
AT0000A1U7M9;Raiffeisen-Nachhaltigkeit-Momentum (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;19841582;529900QK6MEXFY248Z50;ISSUED;5000;A;
AT0000A1U7N7;Raiffeisen-Portfolio-Balanced (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18736262;529900DXEVZUJB071661;ISSUED;4895;A;
AT0000A1U7P2;Raiffeisen-Portfolio-Balanced (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18736262;529900DXEVZUJB071661;ISSUED;4895;A;
AT0000A1U7Q0;Raiffeisen-Portfolio-Solide (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18736254;529900X91LV1MN0D7217;ISSUED;4894;A;
AT0000A1U7R8;Raiffeisen-Portfolio-Solide (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18736254;529900X91LV1MN0D7217;ISSUED;4894;A;
AT0000A1U7S6;Raiffeisen Gewinnfreibetrag Solide (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7966083;529900MH837CR9U4OE67;ISSUED;1545;A;
AT0000A1U7T4;Raiffeisen Gewinnfreibetrag Solide (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7966083;529900MH837CR9U4OE67;ISSUED;1545;A;
AT0000A1U9F9;VKB Anleihen Plus (I) (EUR) (A1);Gutmann Kapitalanlagegesellschaft m.b.H;7518153;529900OFP6XWREMJ7I12;ISSUED;2810;A;
AT0000A1UAJ7;H & R Spezialfonds;LLB Invest Kapitalanlagegesellschaft m.b.H.;20179200;5299004Q4W84T2RF4925;ISSUED;5042;A;
AT0000A1UAN9;GH Stock;3 Banken-Generali Investment-Gesellschaft m.b.H.;20181922;529900HSZEZJ0RPA7322;ISSUED;5043;A;
AT0000A1UAP4;Raiffeisenfonds-Ertrag (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165315;529900BNBNPBJX767S57;ISSUED;580;A;
AT0000A1UAQ2;Raiffeisenfonds-Ertrag (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165315;529900BNBNPBJX767S57;ISSUED;580;A;
AT0000A1UAR0;Raiffeisenfonds-Ertrag (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165315;529900BNBNPBJX767S57;ISSUED;580;A;
AT0000A1UAS8;Raiffeisenfonds-Sicherheit (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165323;5299001PV35GX6TYK843;ISSUED;566;A;
AT0000A1UAT6;Raiffeisenfonds-Sicherheit (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165323;5299001PV35GX6TYK843;ISSUED;566;A;
AT0000A1UAU4;Raiffeisenfonds-Sicherheit (RZ) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165323;5299001PV35GX6TYK843;ISSUED;566;A;
AT0000A1UAV2;Raiffeisenfonds-Wachstum (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165307;5299000TWYPTGLO8S820;ISSUED;565;A;
AT0000A1UAW0;Raiffeisenfonds-Wachstum (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165307;5299000TWYPTGLO8S820;ISSUED;565;A;
AT0000A1UEM3;R 277-Fonds (A);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;17778883;5299003HXESYV627F030;ISSUED;4752;A;
AT0000A1UEP6;Sirius 107 (A1);Gutmann Kapitalanlagegesellschaft m.b.H;16720172;529900F70ZU4ZEXZEP88;ISSUED;4569;A;
AT0000A1UXL5;Constantia Multi Invest 147;LLB Invest Kapitalanlagegesellschaft m.b.H.;20216092;5299005SXZ0UWVAV2F92;ISSUED;5044;A;
AT0000A1UXN1;Apollo Global Bond ESG (T3) (T);Security Kapitalanlage Aktiengesellschaft;17050855;529900T8EADS7OISOE86;ISSUED;4650;A;
AT0000A1UXS0;FF_FutureTrust;Schoellerbank Invest AG;20223838;5299000MAAKLY68VM824;ISSUED;5045;A;
AT0000A1V030;LLB Semper Real Deutschland;LLB Immo Kapitalanlagegesellschaft m.b.H.;20227884;529900AK02V4CULJIB07;ISSUED;5047;A;
AT0000A1V048;LLB Semper Real Deutschland;LLB Immo Kapitalanlagegesellschaft m.b.H.;20227884;529900AK02V4CULJIB07;ISSUED;5047;A;
AT0000A1V055;LLB Semper Real Deutschland;LLB Immo Kapitalanlagegesellschaft m.b.H.;20227884;529900AK02V4CULJIB07;ISSUED;5047;A;
AT0000A1V063;LLB Semper Real Deutschland Select;LLB Immo Kapitalanlagegesellschaft m.b.H.;20227884;529900AK02V4CULJIB07;ISSUED;5047;A;
AT0000A1V071;LLB Semper Real Deutschland Select;LLB Immo Kapitalanlagegesellschaft m.b.H.;20227884;529900AK02V4CULJIB07;ISSUED;5047;A;
AT0000A1V089;LLB Semper Real Deutschland Select;LLB Immo Kapitalanlagegesellschaft m.b.H.;20227884;529900AK02V4CULJIB07;ISSUED;5047;A;
AT0000A1V147;VM Strategie AKTIV;3 Banken-Generali Investment-Gesellschaft m.b.H.;20232110;529900RGHBXDGE97UJ98;ISSUED;5048;A;
AT0000A1V154;VM Strategie FLEXIBEL;3 Banken-Generali Investment-Gesellschaft m.b.H.;20235712;529900HMZFGIXKYOZL45;ISSUED;5049;A;
AT0000A1V1B4;Schelhammer Portfolio (A);Security Kapitalanlage Aktiengesellschaft;20235720;529900EMVVICPX8WS802;ISSUED;5050;A;
AT0000A1V1C2;Schelhammer Portfolio (T);Security Kapitalanlage Aktiengesellschaft;20235720;529900EMVVICPX8WS802;ISSUED;5050;A;
AT0000A1V4J1;Raiffeisen-ESG-Euro-Rendite (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;19791399;529900OHAFEK5E595Z26;ISSUED;4994;A;
AT0000A1V4K9;Raiffeisen-ESG-Euro-Rendite (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;19791399;529900OHAFEK5E595Z26;ISSUED;4994;A;
AT0000A1V4M5;Raiffeisen-Active-Aktien (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165188;5299006BRQ55VFXXC929;ISSUED;763;A;
AT0000A1V4N3;Raiffeisen-Active-Aktien (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165188;5299006BRQ55VFXXC929;ISSUED;763;A;
AT0000A1V4P8;Raiffeisen-FondsPension-Ertrag (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18012019;529900BM2QIFB3DK4476;ISSUED;4789;A;
AT0000A1V4Q6;Raiffeisen-FondsPension-Ertrag (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18012019;529900BM2QIFB3DK4476;ISSUED;4789;A;
AT0000A1V4R4;Raiffeisen-FondsPension-Sicherheit (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18012027;529900J7IF28LJKYVV27;ISSUED;4788;A;
AT0000A1V4S2;Raiffeisen-FondsPension-Sicherheit (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18012027;529900J7IF28LJKYVV27;ISSUED;4788;A;
AT0000A1V4T0;Raiffeisen-FondsPension-Wachstum (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18012035;529900CVZN69KG7TMZ86;ISSUED;4787;A;
AT0000A1V4U8;Raiffeisen-FondsPension-Wachstum (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18012035;529900CVZN69KG7TMZ86;ISSUED;4787;A;
AT0000A1VG68;Raiffeisen-Nachhaltigkeit-Mix (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7160488;529900TCP08VKZIACQ29;ISSUED;159;A;
AT0000A1VGG8;Raiffeisen-GreenBonds (R) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18646670;529900G72T0PJFIFLI22;ISSUED;4876;A;
AT0000A1VGH6;Raiffeisen-GreenBonds (S) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18646670;529900G72T0PJFIFLI22;ISSUED;4876;A;
AT0000A1VGU9;FlexProtection Secure 17;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;20279078;5299003XII11S76EDF07;ISSUED;5053;A;
AT0000A1VH59;WR CEEMENA;LLB Invest Kapitalanlagegesellschaft m.b.H.;20286236;529900L9H5RU7LJOK905;ISSUED;5054;A;
AT0000A1VKV9;Valida Aktien N3;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;20329210;529900HJSE2XRWT2WF82;ISSUED;5055;A;
AT0000A1VNW1;Faktorstrategie Aktien Global (I) (T);MASTERINVEST Kapitalanlage GmbH;20336012;529900TCYD5TOEY19Q13;ISSUED;5056;A;
AT0000A1VNX9;Faktorstrategie Aktien Global (R) (T);MASTERINVEST Kapitalanlage GmbH;20336012;529900TCYD5TOEY19Q13;ISSUED;5056;A;
AT0000A1VNY7;Faktorstrategie Anleihen Global (I) (T);MASTERINVEST Kapitalanlage GmbH;20336004;529900L6ROWCGW2TX343;ISSUED;5057;A;
AT0000A1VNZ4;Faktorstrategie Anleihen Global (R) (T);MASTERINVEST Kapitalanlage GmbH;20336004;529900L6ROWCGW2TX343;ISSUED;5057;A;
AT0000A1VP42;Raiffeisen-Nachhaltigkeit-Solide (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18351760;5299001SNR6LOARRYJ07;ISSUED;4830;A;
AT0000A1VP59;Raiffeisen-Nachhaltigkeit-Solide (R) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;18351760;5299001SNR6LOARRYJ07;ISSUED;4830;A;
AT0000A1VS56;GF OSTEUROPA AKTIEN;Amundi Austria GmbH;20345020;213800WQDPYI2XD2L416;ISSUED;5058;A;
AT0000A1W434;CONVERTINVEST All-Cap Convertibles Fund (SZ);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8510580;52990082CLSB2PYP9061;ISSUED;3581;A;
AT0000A1W442;CONVERTINVEST All-Cap Convertibles Fund (SZ);Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8510580;52990082CLSB2PYP9061;ISSUED;3581;A;
AT0000A1W483;Valida Aktien EmergingMarkets 1;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;20356994;529900A0V4WFRSKI8B26;ISSUED;5060;A;
